Recording,Participant,Timeline,TOI,Interval,Media,AOI,Chin,Forehead,L_Cheek,L_Ear,L_Eye,Mouth,Nose,R_Cheek,R_Ear,R_Eye,Last_key_press,Total_duration_of_fixations,Average_duration_of_fixations,Minimum_duration_of_fixations,Maximum_duration_of_fixations,Number_of_fixations,Time_to_first_fixation,Duration_of_first_fixation,Last_AOI_viewed,AOI_at_interval_end,Average_pupil_diameter,Total_duration_of_whole_fixations,Average_duration_of_whole_fixations,Minimum_duration_of_whole_fixations,Maximum_duration_of_whole_fixations,Number_of_whole_fixations,Time_to_first_whole_fixation,Duration_of_first_whole_fixation,Average_whole-fixation_pupil_diameter,Total_duration_of_Visit,Average_duration_of_Visit,Minimum_duration_of_Visit,Maximum_duration_of_Visit,Number_of_Visits,Time_to_first_Visit,Duration_of_first_Visit,Total_duration_of_Glances,Average_duration_of_Glances,Minimum_duration_of_Glances,Maximum_duration_of_Glances,Number_of_Glances,Time_to_first_Glance,Duration_of_first_Glance,Number_of_mouse_clicks,Time_to_first_mouse_click,Time_from_first_fixation_to_mouse_click,Number_of_mouse_clicks_and_releases,Time_to_first_mouse_click_and_release,Time_from_first_fixation_to_mouse_click_and_release,Number_of_saccades_in_AOI,Time_to_entry_saccade,Time_to_exit_saccade,Peak_velocity_of_entry_saccade,Peak_velocity_of_exit_saccade,Character_index,Word_index,Sentence_index,AOI_string,Text_unit_type,Number_of_units,First-pass_first_fixation_duration,First-pass_duration,Selective_regression-path_duration,First-pass_regression,Total_duration_of_fixations,Regression-path_duration,Re-reading_duration
BAF60a_1,BAF60a,Main Trial,Slide 9,1,Slide 9,Chin,Chin,,,,,,,,,,,0,,,,0,,,Nose,Nose,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,
BAF60a_1,BAF60a,Main Trial,Slide 9,1,Slide 9,Forehead,,Forehead,,,,,,,,,,525,262,250,275,2,4005,275,Nose,Nose,3.67024,275,275,275,275,1,4005,275,3.60701,525,262,250,275,2,4005,275,575,287,250,325,2,3955,325,0,,,0,,,0,3955,,204.01,,,,,,,,,,,,,,
BAF60a_1,BAF60a,Main Trial,Slide 9,1,Slide 9,L_Cheek,,,L_Cheek,,,,,,,,,0,,,,0,,,Nose,Nose,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,
BAF60a_1,BAF60a,Main Trial,Slide 9,1,Slide 9,L_Ear,,,,L_Ear,,,,,,,,0,,,,0,,,Nose,Nose,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,
BAF60a_1,BAF60a,Main Trial,Slide 9,1,Slide 9,L_Eye,,,,,L_Eye,,,,,,,1633,233,192,292,7,697,275,Nose,Nose,3.62447,1408,235,192,292,6,697,275,3.59588,1658,276,192,467,6,697,275,1841,307,225,500,6,664,308,0,,,0,,,1,664,2055,246.33,211.15,,,,,,,,,,,,,
BAF60a_1,BAF60a,Main Trial,Slide 9,1,Slide 9,Mouth,,,,,,Mouth,,,,,,133,133,133,133,1,1355,133,Nose,Nose,3.52309,133,133,133,133,1,1355,133,3.52309,133,133,133,133,1,1355,133,150,150,150,150,1,1338,150,0,,,0,,,0,1338,1488,77.5,204.39,,,,,,,,,,,,,
BAF60a_1,BAF60a,Main Trial,Slide 9,1,Slide 9,Nose,,,,,,,Nose,,,,,959,240,79,425,4,0,189,Nose,Nose,3.65311,692,346,267,425,2,1072,267,3.63724,959,240,79,425,4,0,189,1092,273,120,458,4,0,189,0,,,0,,,0,2555,189,152.57,130.31,,,,,,,,,,,,,
BAF60a_1,BAF60a,Main Trial,Slide 9,1,Slide 9,R_Cheek,,,,,,,,R_Cheek,,,,0,,,,0,,,Nose,Nose,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,
BAF60a_1,BAF60a,Main Trial,Slide 9,1,Slide 9,R_Ear,,,,,,,,,R_Ear,,,0,,,,0,,,Nose,Nose,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,
BAF60a_1,BAF60a,Main Trial,Slide 9,1,Slide 9,R_Eye,,,,,,,,,,R_Eye,,2258,282,142,408,8,214,292,Nose,Nose,3.5742,2075,296,142,408,7,214,292,3.55355,2283,381,183,533,6,214,450,2483,414,217,567,6,189,475,0,,,0,,,2,189,664,130.31,246.33,,,,,,,,,,,,,
BAF60a_1,BAF60a,Main Trial,Slide 10,1,Slide 10,Chin,Chin,,,,,,,,,,,0,,,,0,,,L_Eye,,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,
BAF60a_1,BAF60a,Main Trial,Slide 10,1,Slide 10,Forehead,,Forehead,,,,,,,,,,1625,203,83,408,8,2511,200,L_Eye,,3.59027,1508,215,83,408,7,2511,200,3.5807,1866,622,200,1375,3,2511,200,1941,647,217,1417,3,2494,217,0,,,0,,,3,4694,,94.49,,,,,,,,,,,,,,
BAF60a_1,BAF60a,Main Trial,Slide 10,1,Slide 10,L_Cheek,,,L_Cheek,,,,,,,,,0,,,,0,,,L_Eye,,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,
BAF60a_1,BAF60a,Main Trial,Slide 10,1,Slide 10,L_Ear,,,,L_Ear,,,,,,,,0,,,,0,,,L_Eye,,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,
BAF60a_1,BAF60a,Main Trial,Slide 10,1,Slide 10,L_Eye,,,,,L_Eye,,,,,,,917,229,117,325,4,720,117,L_Eye,,3.25489,642,214,117,325,3,720,117,3.24399,925,308,275,325,3,720,325,1000,333,275,375,3,670,375,0,,,0,,,1,670,1044,186.84,187.92,,,,,,,,,,,,,
BAF60a_1,BAF60a,Main Trial,Slide 10,1,Slide 10,Mouth,,,,,,Mouth,,,,,,217,217,217,217,1,1444,217,L_Eye,,3.56634,217,217,217,217,1,1444,217,3.56634,217,217,217,217,1,1444,217,242,242,242,242,1,1419,242,0,,,0,,,0,1419,1661,285.98,79.69,,,,,,,,,,,,,
BAF60a_1,BAF60a,Main Trial,Slide 10,1,Slide 10,Nose,,,,,,,Nose,,,,,920,184,36,317,5,0,36,L_Eye,,3.53143,883,221,158,317,4,53,158,3.53371,970,323,211,442,3,0,211,1036,345,211,475,3,0,211,0,,,0,,,1,1661,211,79.69,74.66,,,,,,,,,,,,,
BAF60a_1,BAF60a,Main Trial,Slide 10,1,Slide 10,R_Cheek,,,,,,,,R_Cheek,,,,0,,,,0,,,L_Eye,,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,
BAF60a_1,BAF60a,Main Trial,Slide 10,1,Slide 10,R_Ear,,,,,,,,,R_Ear,,,0,,,,0,,,L_Eye,,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,
BAF60a_1,BAF60a,Main Trial,Slide 10,1,Slide 10,R_Eye,,,,,,,,,,R_Eye,,2008,251,108,475,8,245,308,L_Eye,,3.37389,2008,251,108,475,8,245,308,3.37389,2033,339,175,475,6,245,425,2283,381,233,533,6,211,458,0,,,0,,,2,211,670,74.66,186.84,,,,,,,,,,,,,
BAF60a_1,BAF60a,Main Trial,Slide 11,1,Slide 11,Chin,Chin,,,,,,,,,,,0,,,,0,,,R_Eye,R_Eye,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,
BAF60a_1,BAF60a,Main Trial,Slide 11,1,Slide 11,Forehead,,Forehead,,,,,,,,,,742,247,192,300,3,1342,192,R_Eye,R_Eye,3.77902,742,247,192,300,3,1342,192,3.77902,742,247,192,300,3,1342,192,858,286,225,342,3,1309,225,0,,,0,,,0,1309,2401,89.22,345.74,,,,,,,,,,,,,
BAF60a_1,BAF60a,Main Trial,Slide 11,1,Slide 11,L_Cheek,,,L_Cheek,,,,,,,,,0,,,,0,,,R_Eye,R_Eye,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,
BAF60a_1,BAF60a,Main Trial,Slide 11,1,Slide 11,L_Ear,,,,L_Ear,,,,,,,,400,200,125,275,2,3551,275,R_Eye,R_Eye,3.87795,400,200,125,275,2,3551,275,3.87795,442,442,442,442,1,3551,442,500,500,500,500,1,3492,500,0,,,0,,,0,3492,3992,429.5,185.72,,,,,,,,,,,,,
BAF60a_1,BAF60a,Main Trial,Slide 11,1,Slide 11,L_Eye,,,,,L_Eye,,,,,,,1925,214,92,325,9,684,317,R_Eye,R_Eye,3.67932,733,147,92,225,5,2434,142,3.83085,2000,333,225,492,6,684,317,2158,360,267,525,6,676,325,0,,,0,,,2,2401,4442,345.74,372.92,,,,,,,,,,,,,
BAF60a_1,BAF60a,Main Trial,Slide 11,1,Slide 11,Mouth,,,,,,Mouth,,,,,,0,,,,0,,,R_Eye,R_Eye,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,
BAF60a_1,BAF60a,Main Trial,Slide 11,1,Slide 11,Nose,,,,,,,Nose,,,,,476,159,142,168,3,0,168,R_Eye,R_Eye,3.76916,308,154,142,167,2,2434,142,3.91569,476,159,142,168,3,0,168,543,181,168,200,3,0,168,0,,,0,,,0,2401,168,345.74,99.74,,,,,,,,,,,,,
BAF60a_1,BAF60a,Main Trial,Slide 11,1,Slide 11,R_Cheek,,,,,,,,R_Cheek,,,,0,,,,0,,,R_Eye,R_Eye,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,
BAF60a_1,BAF60a,Main Trial,Slide 11,1,Slide 11,R_Ear,,,,,,,,,R_Ear,,,183,183,183,183,1,3309,183,R_Eye,R_Eye,3.88114,183,183,183,183,1,3309,183,3.88114,183,183,183,183,1,3309,183,217,217,217,217,1,3276,217,0,,,0,,,0,3276,3492,140.8,429.5,,,,,,,,,,,,,
BAF60a_1,BAF60a,Main Trial,Slide 11,1,Slide 11,R_Eye,,,,,,,,,,R_Eye,,2266,227,58,367,10,201,333,R_Eye,R_Eye,3.69584,1783,255,150,367,7,201,333,3.63174,2308,288,58,483,8,201,333,2483,310,58,517,8,168,367,0,,,0,,,2,168,1309,99.74,89.22,,,,,,,,,,,,,
BAF60a_1,BAF60a,Main Trial,Slide 12,1,Slide 12,Chin,Chin,,,,,,,,,,,0,,,,0,,,R_Eye,R_Eye,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,
BAF60a_1,BAF60a,Main Trial,Slide 12,1,Slide 12,Forehead,,Forehead,,,,,,,,,,642,214,200,233,3,907,200,R_Eye,R_Eye,3.47369,408,204,200,208,2,907,200,3.29066,642,214,200,233,3,907,200,767,256,242,275,3,865,242,0,,,0,,,0,865,3123,292.13,408.26,,,,,,,,,,,,,
BAF60a_1,BAF60a,Main Trial,Slide 12,1,Slide 12,L_Cheek,,,L_Cheek,,,,,,,,,275,275,275,275,1,1699,275,R_Eye,R_Eye,3.73914,275,275,275,275,1,1699,275,3.73914,275,275,275,275,1,1699,275,300,300,300,300,1,1674,300,0,,,0,,,0,,1974,,253.21,,,,,,,,,,,,,
BAF60a_1,BAF60a,Main Trial,Slide 12,1,Slide 12,L_Ear,,,,L_Ear,,,,,,,,0,,,,0,,,R_Eye,R_Eye,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,
BAF60a_1,BAF60a,Main Trial,Slide 12,1,Slide 12,L_Eye,,,,,L_Eye,,,,,,,1116,223,167,342,5,657,208,R_Eye,R_Eye,3.52845,1116,223,167,342,5,657,208,3.52845,1116,223,167,342,5,657,208,1300,260,200,383,5,615,250,0,,,0,,,0,615,865,259.78,292.13,,,,,,,,,,,,,
BAF60a_1,BAF60a,Main Trial,Slide 12,1,Slide 12,Mouth,,,,,,Mouth,,,,,,0,,,,0,,,R_Eye,R_Eye,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,
BAF60a_1,BAF60a,Main Trial,Slide 12,1,Slide 12,Nose,,,,,,,Nose,,,,,282,141,108,174,2,0,174,R_Eye,R_Eye,3.87265,108,108,108,108,1,4515,108,3.85433,282,141,108,174,2,0,174,324,162,150,174,2,0,174,0,,,0,,,0,4473,174,184.53,98.74,,,,,,,,,,,,,
BAF60a_1,BAF60a,Main Trial,Slide 12,1,Slide 12,R_Cheek,,,,,,,,R_Cheek,,,,0,,,,0,,,R_Eye,R_Eye,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,
BAF60a_1,BAF60a,Main Trial,Slide 12,1,Slide 12,R_Ear,,,,,,,,,R_Ear,,,0,,,,0,,,R_Eye,R_Eye,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,
BAF60a_1,BAF60a,Main Trial,Slide 12,1,Slide 12,R_Eye,,,,,,,,,,R_Eye,,3810,272,117,593,14,207,275,R_Eye,R_Eye,3.55929,2950,246,117,533,12,207,275,3.55037,3918,435,133,593,9,207,408,4185,465,167,635,9,174,442,0,,,0,,,5,174,615,98.74,259.78,,,,,,,,,,,,,
BAF60a_1,BAF60a,Main Trial,Slide 13,1,Slide 13,Chin,Chin,,,,,,,,,,,0,,,,0,,,R_Eye,R_Eye,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,
BAF60a_1,BAF60a,Main Trial,Slide 13,1,Slide 13,Forehead,,Forehead,,,,,,,,,,317,317,317,317,1,3880,317,R_Eye,R_Eye,3.64357,317,317,317,317,1,3880,317,3.64357,317,317,317,317,1,3880,317,367,367,367,367,1,3830,367,0,,,0,,,0,,4197,,209.19,,,,,,,,,,,,,
BAF60a_1,BAF60a,Main Trial,Slide 13,1,Slide 13,L_Cheek,,,L_Cheek,,,,,,,,,0,,,,0,,,R_Eye,R_Eye,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,
BAF60a_1,BAF60a,Main Trial,Slide 13,1,Slide 13,L_Ear,,,,L_Ear,,,,,,,,0,,,,0,,,R_Eye,R_Eye,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,
BAF60a_1,BAF60a,Main Trial,Slide 13,1,Slide 13,L_Eye,,,,,L_Eye,,,,,,,2050,410,208,833,5,489,258,R_Eye,R_Eye,3.51212,2050,410,208,833,5,489,258,3.51212,2050,410,208,833,5,489,258,2191,438,242,867,5,448,300,0,,,0,,,0,1672,747,116.83,264.58,,,,,,,,,,,,,
BAF60a_1,BAF60a,Main Trial,Slide 13,1,Slide 13,Mouth,,,,,,Mouth,,,,,,992,496,392,600,2,2964,392,R_Eye,R_Eye,3.69144,992,496,392,600,2,2964,392,3.69144,992,496,392,600,2,2964,392,1050,525,417,633,2,2939,417,0,,,0,,,0,2939,3356,271.39,148.34,,,,,,,,,,,,,
BAF60a_1,BAF60a,Main Trial,Slide 13,1,Slide 13,Nose,,,,,,,Nose,,,,,533,178,125,217,3,1456,217,R_Eye,R_Eye,3.65344,533,178,125,217,3,1456,217,3.65344,533,178,125,217,3,1456,217,642,214,158,250,3,1422,250,0,,,0,,,0,1422,1672,198.39,116.83,,,,,,,,,,,,,
BAF60a_1,BAF60a,Main Trial,Slide 13,1,Slide 13,R_Cheek,,,,,,,,R_Cheek,,,,0,,,,0,,,R_Eye,R_Eye,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,
BAF60a_1,BAF60a,Main Trial,Slide 13,1,Slide 13,R_Ear,,,,,,,,,R_Ear,,,333,167,142,192,2,2364,142,R_Eye,R_Eye,3.7249,192,192,192,192,1,5622,192,3.64481,333,167,142,192,2,2364,142,408,204,175,233,2,2331,175,0,,,0,,,0,2331,5814,203.22,270.58,,,,,,,,,,,,,
BAF60a_1,BAF60a,Main Trial,Slide 13,1,Slide 13,R_Eye,,,,,,,,,,R_Eye,,1684,187,78,317,9,0,173,R_Eye,R_Eye,3.59065,1433,205,150,317,7,206,175,3.56301,1742,249,78,381,7,0,381,1984,283,120,425,7,0,381,0,,,0,,,2,747,2331,264.58,203.22,,,,,,,,,,,,,
BAF60a_1,BAF60a,Main Trial,Slide 14,1,Slide 14,Chin,Chin,,,,,,,,,,,0,,,,0,,,Forehead,Forehead,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,
BAF60a_1,BAF60a,Main Trial,Slide 14,1,Slide 14,Forehead,,Forehead,,,,,,,,,,1071,179,67,325,6,762,200,Forehead,Forehead,3.46161,717,179,67,325,4,1987,217,3.66135,1163,388,200,580,3,762,200,1263,421,242,622,3,721,242,0,,,0,,,3,6395,2370,186.25,235.08,,,,,,,,,,,,,
BAF60a_1,BAF60a,Main Trial,Slide 14,1,Slide 14,L_Cheek,,,L_Cheek,,,,,,,,,0,,,,0,,,Forehead,Forehead,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,
BAF60a_1,BAF60a,Main Trial,Slide 14,1,Slide 14,L_Ear,,,,L_Ear,,,,,,,,267,267,267,267,1,4045,267,Forehead,Forehead,3.87742,267,267,267,267,1,4045,267,3.87742,267,267,267,267,1,4045,267,292,292,292,292,1,4020,292,0,,,0,,,0,4020,,172.19,,,,,,,,,,,,,,
BAF60a_1,BAF60a,Main Trial,Slide 14,1,Slide 14,L_Eye,,,,,L_Eye,,,,,,,825,206,83,400,4,462,83,Forehead,Forehead,3.47931,425,142,83,258,3,462,83,3.15642,883,294,225,400,3,462,225,950,317,250,400,3,437,250,0,,,0,,,1,1412,1712,240.86,253.57,,,,,,,,,,,,,
BAF60a_1,BAF60a,Main Trial,Slide 14,1,Slide 14,Mouth,,,,,,Mouth,,,,,,467,467,467,467,1,4904,467,Forehead,Forehead,3.80796,467,467,467,467,1,4904,467,3.80796,467,467,467,467,1,4904,467,500,500,500,500,1,4870,500,0,,,0,,,0,4870,5370,240.85,148.29,,,,,,,,,,,,,
BAF60a_1,BAF60a,Main Trial,Slide 14,1,Slide 14,Nose,,,,,,,Nose,,,,,696,174,108,258,4,0,171,Forehead,Forehead,3.67907,525,175,108,258,3,2404,158,3.71253,696,174,108,258,4,0,171,779,195,133,283,4,0,171,0,,,0,,,0,2370,171,235.08,117.46,,,,,,,,,,,,,
BAF60a_1,BAF60a,Main Trial,Slide 14,1,Slide 14,R_Cheek,,,,,,,,R_Cheek,,,,0,,,,0,,,Forehead,Forehead,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,
BAF60a_1,BAF60a,Main Trial,Slide 14,1,Slide 14,R_Ear,,,,,,,,,R_Ear,,,333,333,333,333,1,5887,333,Forehead,Forehead,3.83008,333,333,333,333,1,5887,333,3.83008,333,333,333,333,1,5887,333,358,358,358,358,1,5862,358,0,,,0,,,0,5862,6220,135.71,144.38,,,,,,,,,,,,,
BAF60a_1,BAF60a,Main Trial,Slide 14,1,Slide 14,R_Eye,,,,,,,,,,R_Eye,,2050,205,67,317,10,204,175,Forehead,Forehead,3.62939,2050,205,67,317,10,204,175,3.62939,2216,277,133,450,8,204,175,2491,311,175,492,8,171,208,0,,,0,,,1,171,1412,117.46,240.86,,,,,,,,,,,,,
BAF60a_1,BAF60a,Main Trial,Slide 15,1,Slide 15,Chin,Chin,,,,,,,,,,,0,,,,0,,,Mouth,Mouth,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,
BAF60a_1,BAF60a,Main Trial,Slide 15,1,Slide 15,Forehead,,Forehead,,,,,,,,,,292,292,292,292,1,1835,292,Mouth,Mouth,3.65929,292,292,292,292,1,1835,292,3.65929,292,292,292,292,1,1835,292,350,350,350,350,1,1777,350,0,,,0,,,0,1777,2127,198.6,115.57,,,,,,,,,,,,,
BAF60a_1,BAF60a,Main Trial,Slide 15,1,Slide 15,L_Cheek,,,L_Cheek,,,,,,,,,0,,,,0,,,Mouth,Mouth,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,
BAF60a_1,BAF60a,Main Trial,Slide 15,1,Slide 15,L_Ear,,,,L_Ear,,,,,,,,0,,,,0,,,Mouth,Mouth,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,
BAF60a_1,BAF60a,Main Trial,Slide 15,1,Slide 15,L_Eye,,,,,L_Eye,,,,,,,1608,268,142,525,6,743,333,Mouth,Mouth,3.52442,633,211,142,333,3,743,333,3.26526,1608,268,142,525,6,743,333,1700,283,150,525,6,727,350,0,,,0,,,0,2460,2652,109.63,228.62,,,,,,,,,,,,,
BAF60a_1,BAF60a,Main Trial,Slide 15,1,Slide 15,Mouth,,,,,,Mouth,,,,,,724,362,349,375,2,4393,375,Mouth,Mouth,3.70386,375,375,375,375,1,4393,375,3.72439,724,362,349,375,2,4393,375,757,379,357,400,2,4368,400,0,,,0,,,0,4368,4768,369.67,181.72,,,,,,,,,,,,,
BAF60a_1,BAF60a,Main Trial,Slide 15,1,Slide 15,Nose,,,,,,,Nose,,,,,318,106,75,125,3,0,119,Mouth,Mouth,3.67987,200,100,75,125,2,2152,125,3.72254,427,213,119,308,2,0,119,452,226,119,333,2,0,119,0,,,0,,,0,2127,119,115.57,132.59,,,,,,,,,,,,,
BAF60a_1,BAF60a,Main Trial,Slide 15,1,Slide 15,R_Cheek,,,,,,,,R_Cheek,,,,0,,,,0,,,Mouth,Mouth,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,
BAF60a_1,BAF60a,Main Trial,Slide 15,1,Slide 15,R_Ear,,,,,,,,,R_Ear,,,233,233,233,233,1,1277,233,Mouth,Mouth,3.42927,233,233,233,233,1,1277,233,3.42927,233,233,233,233,1,1277,233,258,258,258,258,1,1252,258,0,,,0,,,0,,1510,,242.51,,,,,,,,,,,,,
BAF60a_1,BAF60a,Main Trial,Slide 15,1,Slide 15,R_Eye,,,,,,,,,,R_Eye,,2408,268,175,417,9,152,175,Mouth,Mouth,3.49089,1608,268,175,417,6,152,175,3.43132,2416,302,217,450,8,152,450,2691,336,250,483,8,119,483,0,,,0,,,1,119,1777,132.59,198.6,,,,,,,,,,,,,
BAF60a_1,BAF60a,Main Trial,Slide 16,1,Slide 16,Chin,Chin,,,,,,,,,,,0,,,,0,,,L_Eye,L_Eye,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,
BAF60a_1,BAF60a,Main Trial,Slide 16,1,Slide 16,Forehead,,Forehead,,,,,,,,,,425,212,167,258,2,4199,167,L_Eye,L_Eye,3.49514,425,212,167,258,2,4199,167,3.49514,425,212,167,258,2,4199,167,508,254,200,308,2,4166,200,0,,,0,,,0,4166,4366,109.45,223.13,,,,,,,,,,,,,
BAF60a_1,BAF60a,Main Trial,Slide 16,1,Slide 16,L_Cheek,,,L_Cheek,,,,,,,,,0,,,,0,,,L_Eye,L_Eye,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,
BAF60a_1,BAF60a,Main Trial,Slide 16,1,Slide 16,L_Ear,,,,L_Ear,,,,,,,,0,,,,0,,,L_Eye,L_Eye,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,
BAF60a_1,BAF60a,Main Trial,Slide 16,1,Slide 16,L_Eye,,,,,L_Eye,,,,,,,1451,363,225,584,4,675,225,L_Eye,L_Eye,3.23332,225,225,225,225,1,675,225,2.6594,1451,363,225,584,4,675,225,1542,386,275,626,4,625,275,0,,,0,,,0,625,3916,222.69,170.02,,,,,,,,,,,,,
BAF60a_1,BAF60a,Main Trial,Slide 16,1,Slide 16,Mouth,,,,,,Mouth,,,,,,600,300,242,358,2,2766,358,L_Eye,L_Eye,3.3947,600,300,242,358,2,2766,358,3.3947,600,300,242,358,2,2766,358,667,333,275,392,2,2733,392,0,,,0,,,0,2733,3124,224.59,189.41,,,,,,,,,,,,,
BAF60a_1,BAF60a,Main Trial,Slide 16,1,Slide 16,Nose,,,,,,,Nose,,,,,383,128,75,175,3,0,175,L_Eye,L_Eye,3.39404,208,104,75,133,2,991,75,3.25224,416,208,175,242,2,0,175,450,225,175,275,2,0,175,0,,,0,,,0,,175,,122.29,,,,,,,,,,,,,
BAF60a_1,BAF60a,Main Trial,Slide 16,1,Slide 16,R_Cheek,,,,,,,,R_Cheek,,,,0,,,,0,,,L_Eye,L_Eye,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,
BAF60a_1,BAF60a,Main Trial,Slide 16,1,Slide 16,R_Ear,,,,,,,,,R_Ear,,,0,,,,0,,,L_Eye,L_Eye,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,
BAF60a_1,BAF60a,Main Trial,Slide 16,1,Slide 16,R_Eye,,,,,,,,,,R_Eye,,2358,236,125,508,10,200,208,L_Eye,L_Eye,3.29751,1442,206,167,258,7,200,208,3.24362,2450,350,167,533,7,200,425,2658,380,175,558,7,175,450,0,,,0,,,2,175,625,122.29,222.69,,,,,,,,,,,,,
BAF60a_1,BAF60a,Main Trial,Slide 17,1,Slide 17,Chin,Chin,,,,,,,,,,,0,,,,0,,,R_Eye,R_Eye,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,
BAF60a_1,BAF60a,Main Trial,Slide 17,1,Slide 17,Forehead,,Forehead,,,,,,,,,,0,,,,0,,,R_Eye,R_Eye,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,
BAF60a_1,BAF60a,Main Trial,Slide 17,1,Slide 17,L_Cheek,,,L_Cheek,,,,,,,,,0,,,,0,,,R_Eye,R_Eye,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,
BAF60a_1,BAF60a,Main Trial,Slide 17,1,Slide 17,L_Ear,,,,L_Ear,,,,,,,,0,,,,0,,,R_Eye,R_Eye,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,
BAF60a_1,BAF60a,Main Trial,Slide 17,1,Slide 17,L_Eye,,,,,L_Eye,,,,,,,1617,404,292,508,4,1206,325,R_Eye,R_Eye,3.59181,817,408,325,492,2,1206,325,3.59432,1617,404,292,508,4,1206,325,1691,423,325,508,4,1173,358,0,,,0,,,0,5956,1531,217.92,283.97,,,,,,,,,,,,,
BAF60a_1,BAF60a,Main Trial,Slide 17,1,Slide 17,Mouth,,,,,,Mouth,,,,,,825,206,75,433,4,615,75,R_Eye,R_Eye,3.42577,825,206,75,433,4,615,75,3.42577,867,289,200,433,3,615,233,958,319,242,458,3,590,258,0,,,0,,,0,3714,4173,387.54,213.48,,,,,,,,,,,,,
